date,published_at,source,topic,title,description,url,compound,pos,neg,neu,sentiment_cat,source_weight
2026-04-19,2026-04-19T08:45:56Z,Barchart.com,markets,Baxter International Earnings Preview: What to Expect,"Baxter International is set to announce its first-quarter results this month, with analysts predicting a single-digit decline in the company's earnings.",https://www.barchart.com/story/news/1388429/baxter-international-earnings-preview-what-to-expect,0.0,0.0,0.0,1.0,neutral,1.0
2026-04-19,2026-04-19T07:06:00Z,BusinessLine,recession,"Global oil shocks may hit US growth, India's impact likely limited: SBI Research","The report highlights concerns about a potential US economic slowdown due to rising geopolitical tensions and energy shocks, but suggests that “this time may be different” from past recessions",https://www.thehindubusinessline.com/economy/global-oil-shocks-may-hit-us-growth-indias-impact-likely-limited-sbi-research/article70880225.ece,-0.3716,0.072,0.149,0.778,negative,1.0
2026-04-19,2026-04-19T09:31:04Z,Livemint,inflation,Inflation expectations: What are these and do they really play a role in India’s economy?,"What households and businesses foresee of price levels usually differs from what India’s retail gauge shows. Whether perceptions actually feed inflation is another question. On the whole, the concept may have a theoretical basis, but remains fuzzy.",https://www.livemint.com/opinion/online-views/inflation-expectations-indian-economy-rbi-monetary-policy-businesses-consumers-price-levels-11776348299173.html,0.2135,0.035,0.0,0.965,positive,1.0
2026-04-19,2026-04-19T15:30:59Z,BusinessLine,inflation,WPI effect on new GDP series,"Data points. Given its outdated base, WPI appears to understate inflation, impacting the growth deflator",https://www.thehindubusinessline.com/opinion/wpi-effect-on-new-gdp-series/article70881675.ece,0.3818,0.115,0.0,0.885,positive,1.0
2026-04-19,2026-04-19T17:00:00Z,New Zealand Herald,inflation,"Inflation preview: Calm before the Iran war storm, price rises may have eased",Economists expect the CPI data to show annual inflation dropping below 3.1%.,https://www.nzherald.co.nz/business/inflation-preview-calm-before-the-iran-war-storm-price-rises-may-have-eased/premium/ZF3GLX5IB5BMVJ6X7K4MZPGTK4/,-0.1027,0.148,0.128,0.724,negative,1.0
2026-04-19,2026-04-19T18:22:54Z,ZyCrypto,inflation,"Bitcoin Holds Steady Above $74,000 as U.S. Inflation Climbs to 3.3%","Bitcoin traded firmly last week, extending its seven-day rally to nearly 9%. The move came amid fresh macroeconomic data from the U.S. Bureau of Labor Statistics last Friday, which showed March Consumer Price Index (CPI) inflation at 3.3%, slightly below the …",https://zycrypto.com/bitcoin-holds-steady-above-74000-as-u-s-inflation-climbs-to-3-3/,0.3182,0.042,0.0,0.958,positive,1.0
2026-04-19,2026-04-19T03:07:24Z,The Times of India,policy,War revives stagflation dangers for global economy,"Global economic outlook faces uncertainty as seven weeks of Middle East conflict impact growth and inflation. Business surveys from Australia to the US will reveal the extent of deterioration, with stagflation risks looming. Policymakers grapple with response…",https://economictimes.indiatimes.com/news/international/world-news/war-revives-stagflation-dangers-for-global-economy/articleshow/130364453.cms,-0.8481,0.092,0.272,0.636,negative,1.0
2026-04-19,2026-04-19T10:55:00Z,Yahoo Entertainment,policy,"Dave Ramsey shares the ‘biggest 2 elements’ that will make you a millionaire, but is he right? Here’s the math",Does your portfolio include them?,https://finance.yahoo.com/markets/stocks/articles/dave-ramsey-shares-biggest-2-105500751.html,0.2406,0.076,0.0,0.924,positive,1.0
2026-04-19,2026-04-19T16:00:00Z,New Zealand Herald,policy,US-Iran war and oil shock: What it means for markets and investors – Mark Lister,OPINION: Oil has spent much of the past week trading above US$100 a barrel.,https://www.nzherald.co.nz/rotorua-daily-post/business/usiran-war-and-oil-shock-what-it-means-for-markets-and-investors/premium/LTX6MXADURDEZLVWA7SQ2LV4Y4/,-0.7579,0.0,0.194,0.806,negative,1.0
2026-04-19,2026-04-19T23:03:54Z,Yahoo Entertainment,markets,"Stock market today: S&P 500, Nasdaq, Dow futures fall as hopes of de-escalation in Iran dwindle",,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_b293466c-377b-4240-ba8d-e99b33e5afb7,0.4215,0.157,0.0,0.843,positive,1.0
2026-04-19,2026-04-19T18:29:28Z,The Times of India,policy,War crisis revives stagflation dangers for global economy,"Global business surveys this week will reveal the escalating impact of seven weeks of Middle East conflict on growth and inflation. Initial data from Australia to the US is expected to show deterioration, particularly in Europe, raising concerns about potenti…",https://economictimes.indiatimes.com/news/international/business/war-crisis-revives-stagflation-dangers-for-global-economy/articleshow/130376821.cms,-0.8519,0.086,0.222,0.692,negative,1.0
2026-04-19,2026-04-19T18:51:21Z,Yahoo Entertainment,policy,Jim Cramer Discusses D.R. Horton and Hopes for Rate Cuts,"D.R. Horton, Inc. (NYSE:RTX) was one of the stocks on Jim Cramer’s recent Mad Money game plan. Presenting a scenario in which interest rates come down...",https://finance.yahoo.com/markets/stocks/articles/jim-cramer-discusses-d-r-185121063.html,0.1027,0.134,0.125,0.741,positive,1.0
2026-04-19,2026-04-19T19:19:48Z,Financial Post,policy,Next Catalyst for Treasury Bonds Is Named Kevin Warsh,"Bond traders who’ve grown more optimistic about an end to the Iran conflict see their next catalyst coming from Capitol Hill, where Kevin Warsh will face questions as President Donald Trump’s pick to lead the Federal Reserve.",https://financialpost.com/pmn/business-pmn/next-catalyst-for-treasury-bonds-is-named-kevin-warsh,0.2716,0.088,0.046,0.865,positive,1.0
2026-04-19,2026-04-19T21:19:54Z,ABC News (AU),policy,Fight over gas taxes intensifies as major project expansion approved,"Australia's offshore petroleum regulator has approved an environment plan for the expansion of the country's largest gas project, operated by US-based Chevron. The Greens say the profits from the expansion are a clear reason why tax reform is needed.",https://www.abc.net.au/news/2026-04-20/gas-tax-inquiry-chevron-gorgon-approved/106575550,0.83,0.196,0.045,0.759,positive,1.0
2026-04-19,2026-04-19T07:23:37Z,The Times of India,markets,Ahead of Market: 10 things that will decide stock market action on Monday,"Indian equities ended higher, led by consumer and metal stocks, while IT lagged due to weak earnings. Nifty and Sensex posted gains with positive market breadth. Analysts remain constructive, recommending a buy-on-dips approach as momentum holds, with key res…",https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-market-action-on-monday/articleshow/130366454.cms,0.5574,0.143,0.084,0.773,positive,1.0
2026-04-19,2026-04-19T08:00:00Z,Fortune,markets,The one metric Warren Buffett says can crash the stock market just hit a dizzying new high,"The ""Buffett Indicator"" has been a closely watched stock market valuation gauge ever since the legendary investor explained his reasoning in a 2001 article in Fortune.",https://fortune.com/2026/04/19/what-is-the-buffett-indicator-stock-market-crash-overvalued/,-0.4019,0.0,0.06,0.94,negative,1.0
2026-04-19,2026-04-19T08:42:30Z,CryptoSlate,markets,Charles Schwab is bringing Bitcoin to its 39 million clients – but without the protections they expect,"Charles Schwab announced this week that it will begin selling Bitcoin and Ethereum directly to its 39 million brokerage clients. They will appear in the same account view as stocks, ETFs, and retirement funds, in the same app, under the same brand, one click …",https://cryptoslate.com/charles-schwab-is-bringing-bitcoin-to-its-39-million-clients-but-without-the-protections-they-expect/,0.0,0.0,0.0,1.0,neutral,1.0
2026-04-18,2026-04-18T19:05:00Z,MarketWatch,markets,Think the rally is safe? This elite market-timing indicator says a correction is overdue.,The gold-platinum ratio suggests the stock market is living on borrowed time.,https://www.marketwatch.com/story/think-the-rally-is-safe-this-elite-market-timing-indicator-says-a-correction-is-overdue-8049c27f,0.4404,0.104,0.0,0.896,positive,1.5
2026-04-18,2026-04-18T18:26:12Z,Freerepublic.com,markets,Here’s what the stock market might have gotten wrong about the Iran war,"As stocks soared this week and oil prices dropped amid an apparent cooling of tensions between the United States and Iran, it may have left the impression that the energy shock that rattled the world would quickly fade, along with the risk of sending the glob…",https://freerepublic.com/focus/f-news/4375469/posts,-0.8225,0.094,0.199,0.706,negative,1.0
2026-04-18,2026-04-18T03:58:34Z,Barchart.com,markets,Axon Enterprise’s Q1 2O26 Earnings: What to Expect,"Axon Enterprise is set to report its first-quarter results shortly, and analysts are anticipating a triple-digit surge in earnings, underscoring its strong...",https://www.barchart.com/story/news/1379194/axon-enterprises-q1-2o26-earnings-what-to-expect,0.5106,0.102,0.0,0.898,positive,1.0
2026-04-18,2026-04-18T11:35:01Z,Crypto Briefing,markets,"Jordi Visser: Secular bull market resilience, the Federal Reserve’s role in preventing downturns, and AI’s physical limits due to resource shortages | The Pomp Podcast","AI's growth faces hurdles as resource shortages challenge the resilience of a secular bull market.
The post Jordi Visser: Secular bull market resilience, the Federal Reserve’s role in preventing downturns, and AI’s physical limits due to resource shortages | …",https://cryptobriefing.com/jordi-visser-secular-bull-market-resilience-the-federal-reserves-role-in-preventing-downturns-and-ais-physical-limits-due-to-resource-shortages-the-pomp-podcast/,-0.0258,0.057,0.102,0.842,neutral,1.0
2026-04-18,2026-04-18T16:06:41Z,BusinessLine,markets,The golden trade is not yet crowded,"Ratios, returns favour gold despite recent dip opening buying window for long-term investors",https://www.thehindubusinessline.com/portfolio/the-golden-trade-is-not-yet-crowded/article70878466.ece,0.4404,0.132,0.0,0.868,positive,1.0
2026-04-18,2026-04-18T00:42:25Z,MyMotherLode.com,markets,"Revvity, Bio-Techne, Corcept, Supernus Pharmaceuticals, and Phibro Animal Health Shares Skyrocket, What You Need To Know","Revvity, Bio-Techne, Corcept, Supernus Pharmaceuticals, and Phibro Animal Health Shares Skyrocket, What You Need To Knowmymotherlode.com",http://money.mymotherlode.com/clarkebroadcasting.mymotherlode/article/stockstory-2026-4-17-revvity-bio-techne-corcept-supernus-pharmaceuticals-and-phibro-animal-health-shares-skyrocket-what-you-need-to-know,0.5267,0.128,0.0,0.872,positive,1.0
2026-04-18,2026-04-18T15:05:09Z,Variety,volatility,"Record Store Day 2026’s Most Wanted: Taylor Swift, Pink Floyd, Tom Petty, Brandi Carlile, Hilary Duff, ‘Demon Hunters,’ Bruce Springsteen and Laufey Lead a List of 350 Exclusives","Record Store Day may know what it’s doing, traditionally scheduling the biggest sales day of the year for independent music retailers on the Saturday after tax day. You are very, very, very confident you’re going to be getting a hefty refund, and that’s why y…",https://variety.com/lists/record-store-day-2026-musts-vinyl-exclusives-rsd/,0.6484,0.078,0.023,0.899,positive,1.0
2026-04-18,2026-04-18T05:15:25Z,Moneycontrol,markets,Wall Street indexes hit record highs as oil falls with Strait of Hormuz declared open,"The Dow Jones Industrial Average rose 868.71 points, or 1.79%, to 49,447.43, the S&amp;P 500 gained 84.78 points, or 1.20%, ​to 7,126.06.",https://www.moneycontrol.com/news/business/markets/wall-street-indexes-hit-record-highs-as-oil-falls-with-strait-of-hormuz-declared-open-13892485.html,0.3818,0.067,0.0,0.933,positive,1.0
2026-04-18,2026-04-18T15:43:45Z,Raw Story,policy,Trump's Fed chair pressure has reached a 'disturbing' new level: analysis,"President Donald Trump has put even more pressure on Federal Reserve Chair Jerome Powell in an escalation of tensions, a political analyst has claimed. Trump has been attempting to remove Federal Reserve Chairman Jerome Powell for months, primarily over monet…",https://www.rawstory.com/trump-fed-2676761793/,-0.8516,0.024,0.184,0.792,negative,1.0
2026-04-18,2026-04-18T17:25:44Z,CryptoSlate,policy,Why Kevin Warsh should become Bitcoin’s most impactful Fed chair yet,"Kevin Warsh is set to become the first Federal Reserve chair with disclosed crypto holdings, and the first whose policy instincts could still squeeze the sector harder than his predecessors. Most Americans don't follow Fed personnel drama closely, but they fe…",https://cryptoslate.com/kevin-warsh-could-be-bitcoins-most-consequential-fed-chair-yet/,0.0,0.0,0.0,1.0,neutral,1.0
2026-04-18,2026-04-18T13:47:11Z,Trefis,markets,Avis's 4x Short Squeeze Is a Gift. Can Management Cash It In?,"Avis Budget (CAR) shares have surged by almost 340% over the last month and rose by almost 13% in Thursday's trading, driven by a short squeeze.",https://www.trefis.com/articles/596434/aviss-4x-short-squeeze-is-a-gift-can-management-cash-it-in/2026-04-17,0.6249,0.124,0.0,0.876,positive,1.0
2026-04-18,2026-04-18T14:00:02Z,Barchart.com,markets,"ANET, FN, CIEN: Why These 3 Data Center Stocks Are Top Buys This Earnings Season","With data center demand accelerating, the focus is turning to the components that keep systems running. As pricing strengthens and infrastructure scales up, ...",https://www.barchart.com/story/news/1383984/anet-fn-cien-why-these-3-data-center-stocks-are-top-buys-this-earnings-season,0.5106,0.113,0.035,0.851,positive,1.0
2026-04-18,2026-04-18T16:30:15Z,BusinessLine,markets,How benchmark choice changes PMS outperformance,Explore how benchmark selection impacts the perceived outperformance of Portfolio Management Services (PMS) across various categories.,https://www.thehindubusinessline.com/portfolio/personal-finance/how-benchmark-choice-changes-pms-outperformance/article70877226.ece,0.0,0.0,0.0,1.0,neutral,1.0
2026-04-18,2026-04-18T00:02:17Z,HuffPost,markets,"Oil Plunges Below $95 As The Dow Surges 1,300 In A Worldwide Rally After Ceasefire With Iran","The S&P 500 leaped 2.5% after Trump announced a two-week ceasefire with Iran, less than 90 minutes before a deadline Trump had set for it to open the Strait of Hormuz.",https://www.huffpost.com/entry/oil-plunges-below-95-as-the-dow-surges-1300-in-a-worldwide-rally-after-ceasefire-with-iran_n_69e2c7dae4b0555d213c5117,0.0,0.0,0.0,1.0,neutral,1.0
2026-04-18,2026-04-18T02:28:39Z,The Times of India,markets,US Stock Market: Wall Street indexes hit record highs as oil falls with Strait of Hormuz declared open,"Major US stock indices, including the S&P 500 and Nasdaq, closed at record highs Friday, fueled by optimism over Iran's decision to open the Strait of Hormuz and potential peace talks with the US. This development eased inflation concerns as oil prices plumme…",https://economictimes.indiatimes.com/markets/us-stocks/news/us-stock-market-wall-street-indexes-hit-record-highs-as-oil-falls-with-strait-of-hormuz-declared-open/articleshow/130345989.cms,0.8481,0.137,0.0,0.863,positive,1.0
2026-04-18,2026-04-18T18:16:18Z,The Times of India,markets,"US oil prices may cross $100 as Iran restricts Strait of Hormuz, surge odds hit 44%","Oil prices may rise again as Iran controls the Strait of Hormuz, a key oil route. Tensions with the US are increasing, and talks are still not clear. Markets are reacting fast to every update. If the situation gets worse, fuel prices could go higher soon, aff…",https://economictimes.indiatimes.com/news/international/us/us-oil-prices-may-cross-100-as-iran-restricts-strait-of-hormuz-surge-odds-hit-44/articleshow/130360078.cms,-0.8513,0.0,0.148,0.852,negative,1.0
2026-04-18,2026-04-18T21:17:00Z,TheStreet,markets,Bank of America revamps AMD stock price target,"Advanced Micro Devices (AMD) has gained about 42% in the past month, according to Yahoo Finance at the time of writing, Friday afternoon, April 17. Meanwhile...",https://www.thestreet.com/investing/stocks/bank-of-america-revamps-amd-stock-price-target,0.5574,0.126,0.0,0.874,positive,1.0
2026-04-18,2026-04-18T09:20:40Z,Realinvestmentadvice.com,markets,Short Covering Rally Or Is The Bull Market Back?," At a Glance


<ul><!-- wp:list-item -->

<li>Short Covering Rally Or Is The Bull Market Back</li>




<li>Market Brief & Technical Review</li>




<li>From Lance's Desk: BLS Jobs Report Is Broken. Is There A Better Measure? - RIA</li>




<li>Market…",https://realinvestmentadvice.com/resources/blog/short-covering-rally-or-correction-over/,-0.2148,0.058,0.076,0.866,negative,1.0
2026-04-18,2026-04-18T05:12:09Z,Slashdot.org,markets,Wall St Week Ahead Surging record-high US stocks to wade deeper into earnings season - Reuters,"Wall St Week Ahead Surging record-high US stocks to wade deeper into earnings seasonReuters Stocks Extend ‘Astonishing’ Rally as Middle East Tensions Ease FurtherThe New York Times S&P 500 notches first close above 7,100, Nasdaq posts longest win streak since…",https://slashdot.org/firehose.pl?op=view&amp;id=181744340,0.6486,0.128,0.043,0.829,positive,1.0
2026-04-18,2026-04-18T04:11:25Z,Barchart.com,markets,Global Payments Earnings Preview: What to Expect,"Global Payments is poised to release its first-quarter results shortly, with analysts projecting a modest, single-digit uptick in earnings.",https://www.barchart.com/story/news/1379243/global-payments-earnings-preview-what-to-expect,0.25,0.074,0.0,0.926,positive,1.0
2026-04-18,2026-04-18T03:54:48Z,Barchart.com,markets,What You Need to Know Ahead of Gartner’s Earnings Release,"Gartner is poised to report its first-quarter results shortly, and analysts are expecting a marginal rise in its EPS.",https://www.barchart.com/story/news/1379180/what-you-need-to-know-ahead-of-gartners-earnings-release,0.25,0.067,0.0,0.933,positive,1.0
2026-04-18,2026-04-18T07:00:32Z,newsBTC,policy,XRP Rallies Toward $1.50—Expert Cites 3 Dates That Could Decide The Next Direction,"XRP has followed the broader rebound in crypto markets as geopolitical conditions appear to be easing. With the reopening of the Strait of Hormuz and the possibility—however uncertain—of progress toward an end to the Iran–US conflict, risk appetite has improv…",http://www.newsbtc.com/xrp-news/xrp-rallies-toward-1-50-expert-cites-3-dates-that-could-decide-the-next-direction/,0.1027,0.082,0.076,0.842,positive,1.0
2026-04-18,2026-04-18T03:54:07Z,The Times of India,markets,Wall Street Week Ahead: Surging record-high US stocks to wade deeper into earnings season,"The U.S. stock market has achieved record highs, fueled by hopes of cooling U.S.-Iran tensions and an anticipated robust first-quarter earnings season. Despite war-related concerns, major indexes like the S&P 500 and Nasdaq have seen a swift rebound, with inv…",https://economictimes.indiatimes.com/markets/us-stocks/news/wall-street-week-ahead-surging-record-high-us-stocks-to-wade-deeper-into-earnings-season/articleshow/130346693.cms,0.7251,0.159,0.044,0.797,positive,1.0
2026-04-18,2026-04-18T02:52:56Z,Slashdot.org,markets,Stocks Extend ‘Astonishing’ Rally as Middle East Tensions Ease Further - The New York Times,"Stocks Extend ‘Astonishing’ Rally as Middle East Tensions Ease FurtherThe New York Times S&P 500 notches first close above 7,100, Nasdaq posts longest win streak since 1992: Live updatesCNBC Stock Market News, April 17, 2026: Dow Jumped, Oil Tumbled After Ira…",https://slashdot.org/firehose.pl?op=view&amp;id=181743372,0.7003,0.183,0.081,0.736,positive,1.0
2026-04-18,2026-04-18T12:33:37Z,The Times of India,policy,Gold price prediction: Bullion experts predict likely gold rate for next few months. Details here,Gold rate prediction: Gold is well-positioned in the current global environment and could gain whether the economy weakens into stagflation or improves amid falling interest rates.,https://economictimes.indiatimes.com/news/international/us/gold-price-prediction-bullion-experts-predict-likely-gold-rate-for-next-few-months-details-here/articleshow/130353815.cms,0.743,0.187,0.079,0.733,positive,1.0
2026-04-18,2026-04-18T07:22:45Z,Crypto Briefing,policy,Morgan Stanley launches Bitcoin ETF with Arkham tracking on-chain wallets,"Morgan Stanley's Bitcoin ETF could drive institutional interest, impacting Bitcoin's market dynamics and regulatory landscape significantly.
The post Morgan Stanley launches Bitcoin ETF with Arkham tracking on-chain wallets appeared first on Crypto Briefing.",https://cryptobriefing.com/morgan-stanley-launches-bitcoin-etf-with-arkham-tracking-on-chain-wallets/,0.6249,0.111,0.0,0.889,positive,1.0
2026-04-18,2026-04-18T07:44:54Z,Economictimes.com,volatility,"10 smallcap stocks ace investors Mukul Agrawal, Ashish Kacholia, Radhakishan Damani bought in Q4","India’s top investors used the sharp March quarter correction to accumulate beaten-down smallcaps despite weak market sentiment. Heightened geopolitical tensions and war-related developments drove oil prices higher, fuelling inflation concerns and triggering …",https://m.economictimes.com/markets/stocks/news/10-smallcap-stocks-ace-investors-mukul-agrawal-ashish-kacholia-radhakishan-damani-bought-in-q4/stock-accumulation/slideshow/130349457.cms,0.1295,0.083,0.053,0.864,positive,1.0
2026-04-18,2026-04-18T02:19:16Z,The Times of India,volatility,"Bullish momentum continues, but analysts warn of near-term resistance","Indian stock markets rallied for a second week, driven by hopes of peace in West Asia and a strengthening rupee.  Easing geopolitical tensions and falling oil prices boosted investor confidence, leading to gains across major indices.  While the market shows p…",https://economictimes.indiatimes.com/markets/stocks/news/bullish-momentum-continues-but-analysts-warn-of-near-term-resistance/articleshow/130345908.cms,0.9682,0.356,0.096,0.547,positive,1.0
